district_id,season,female,birth_year,trend,rain_closest,rain_2nd,rain_3rd,rain_4th,rain_5th,health_poor,height,education,asset_index,province
1,wet,1,1930,0,-0.16177929354338083,-0.10965471267640978,-0.11660266901208871,-0.16082927699027336,-0.1885001162270561,0.15073806577324236,149.53892901340137,6.222042777102281,-0.0970675761260285,West Sumatra
1,wet,0,1931,1,-0.17126835381458339,-0.21169303395924277,-0.1963562059938102,-0.12549824792947967,-0.15483079833159916,0.12,162.0,7.8,0.0,West Nusa Tenggara
1,dry,1,1932,2,0.13491063538271852,0.14368830008046016,0.11944620806048964,0.16856691052141728,0.12207912624809081,0.09436697927728348,150.38449531084075,6.5484016989209906,0.08094638122963112,Eastern Java
1,dry,0,1933,3,-0.03949578677388743,-0.024689772920658628,-0.026443023164892963,-0.03924011394176439,-0.051225143442644776,0.12,162.0,7.8,0.0,West Nusa Tenggara
1,wet,1,1934,4,-0.04253322229978007,-0.05699006512327717,-0.019886405973104596,-0.050836267717333336,-0.031786280795042324,0.1280813122369582,149.8787803164456,6.353213455470242,-0.02551993337986804,Central Java
1,wet,1,1935,5,-0.23942091679529387,-0.22654339725915565,-0.24314321258360222,-0.335359477560246,-0.2407466105677547,0.16548997419110584,149.31765038713343,6.136636991525177,-0.1436525500771763,Lampung
1,wet,1,1936,6,0.010717884504092723,-0.01091257952330794,-0.022241230617731172,0.010914749725662861,0.03460558947576908,0.11796360194422238,150.03054597083667,6.4117896729545025,0.0064307307024556335,South Kalimantan
1,wet,1,1937,7,-0.02765022216995927,-0.029385810655221438,-0.08608412405093588,0.029490918555791758,0.009946429464379437,0.12525354221229226,149.92119686681562,6.369584755613046,-0.016590133301975563,South Kalimantan
1,wet,0,1938,8,-0.0881967454455701,-0.01899595949893619,-0.017936480151660703,-0.01858045777097496,-0.13222878637205857,0.12,162.0,7.8,0.0,Bali
1,wet,0,1939,9,0.008063177767106744,-0.041463638489427676,-0.020251708713031853,0.013045746021488804,-0.017110604938703217,0.12,162.0,7.8,0.0,Bali
1,wet,1,1940,10,0.0009622859849107712,-0.017314678856716365,0.03341662261636608,-0.06018139084885457,0.027779087604014038,0.11981716566286695,150.002742515057,6.4010585145834025,0.0005773715909464627,Yogyakarta
1,dry,0,1941,11,-0.10125993815291068,-0.14042260276972254,-0.11736301396319446,-0.06058407728442719,-0.16280315397460843,0.12,162.0,7.8,0.0,Central Java
1,dry,1,1942,12,0.13417664090963566,0.26113477672310226,0.117952093018191,0.12388330505486041,0.062174568525445756,0.09450643822716923,150.38240342659248,6.547594305000599,0.0805059845457814,Western Java
1,wet,0,1943,13,0.11810652636865093,0.14420360464949583,0.13295576003031023,0.13063116888594475,0.13542893684349971,0.12,162.0,7.8,0.0,Yogyakarta
1,dry,1,1944,14,0.02354505788019612,0.06591512950902806,0.03228670847976969,-0.03729768673776584,0.0760124274962394,0.11552643900276273,150.06710341495855,6.425899563668216,0.01412703472811767,Central Java
1,wet,1,1945,15,0.13059994326166624,0.08186585975030017,0.16995417344878885,0.18852972221203645,0.08956582734408072,0.09518601078028341,150.37220983829576,6.543659937587833,0.07835996595699975,North Sumatra
1,dry,1,1946,16,0.043721546418593604,0.09074832566669408,0.00033949191962487357,0.05101463904000908,-0.02477200641722123,0.1116929061804672,150.124606407293,6.448093701060453,0.026232927851156163,South Sulawesi
1,dry,1,1947,17,-0.08474755532773948,-0.08860264079844468,-0.06768995658690728,-0.07091301536123852,-0.043388392875938285,0.1361020355122705,149.75846946731593,6.306777689139487,-0.05084853319664368,North Sumatra
1,dry,0,1948,18,0.25300495379081944,0.25769322529841676,0.18268469043174201,0.25127847098607903,0.20485417248751311,0.12,162.0,7.8,0.0,Central Java
1,wet,1,1949,19,0.09792582328727217,0.04438119838421656,0.12204944404943144,0.08675268402097963,0.13362584799187677,0.10139409357541829,150.27908859636872,6.507718405616,0.0587554939723633,North Sumatra
1,wet,0,1950,20,-0.013155249977661043,0.023861790919725887,-0.0357783615948945,0.025697239767519357,0.03912330843965481,0.12,162.0,7.8,0.0,Lampung
1,dry,0,1951,21,-0.036686694365492656,-0.025982007158982457,-0.09897363330109206,-0.028027648072933557,-0.017420825379050816,0.12,162.0,7.8,0.0,South Sumatra
1,dry,1,1952,22,0.024024708168353115,-0.016422136401164945,0.07689588361147193,0.026592751142334885,0.06764706605137577,0.1154353054480129,150.06847041827982,6.426427178985189,0.014414824901011869,Bali
1,wet,1,1953,23,0.10638783335427782,0.03750436495642326,0.05949658135852168,0.13213959671471082,0.13207713089988826,0.09978631166268721,150.30320532505968,6.517026616689706,0.06383270001256669,South Sumatra
1,wet,1,1954,24,0.0025164573142468782,0.04611215675486652,0.07438427373092324,0.0028817759512784896,0.06906052371285115,0.1195218731102931,150.0071719033456,6.402768103045672,0.0015098743885481269,North Sumatra
1,dry,1,1955,25,0.09897751364004748,0.08321405140803019,0.13692597466471085,0.06033625291316888,0.08713658330304704,0.10119427240839098,150.28208591387414,6.508875265004052,0.059386508184028484,Central Java
1,wet,0,1956,26,-0.00418176492353961,-0.030914902016042807,-0.09360659017256445,0.013683462173292086,-0.024908355193034186,0.12,162.0,7.8,0.0,West Sumatra
1,dry,1,1957,27,0.008408156879808004,-0.01518843640966367,0.06285568672817632,0.011622157834581143,-0.045479082016657305,0.11840245019283648,150.02396324710745,6.409248972567789,0.005044894127884802,West Nusa Tenggara
1,wet,1,1958,28,0.05624927146329828,-0.00729431888050372,0.1757010693329214,0.14841995937932495,0.1244210460108835,0.10931263842197332,150.1603104236704,6.461874198609628,0.033749562877978964,Eastern Java
1,wet,1,1959,29,0.08365655715931286,-0.017600572173567502,0.09297927289778424,0.05056723392089346,0.12627822389912408,0.10410525413973055,150.23842118790404,6.492022212875245,0.05019393429558772,Eastern Java
1,dry,1,1960,30,-0.08475194756700422,-0.0016868610365965014,-0.10146430212452259,-0.10064429289253339,-0.06886359594514829,0.1361028700377308,149.75845694943405,6.306772857676296,-0.05085116854020253,North Sumatra
1,dry,0,1961,31,-0.18601758500607612,-0.2490617827228284,-0.14012448765333732,-0.07990977515544445,-0.13439432197851878,0.12,162.0,7.8,0.0,West Nusa Tenggara
1,wet,0,1962,32,-0.0800556731330051,-0.1440516597961616,-0.09192527119333856,0.013544610890610112,-0.08102778017798251,0.12,162.0,7.8,0.0,West Nusa Tenggara
1,wet,1,1963,33,-0.10334760411089672,-0.11597601168055474,-0.1657367632091392,-0.021727038914314947,-0.17485467300892837,0.13963604478107036,149.70545932828395,6.286317635478014,-0.06200856246653803,West Sumatra
1,wet,1,1964,34,-0.013611909045459392,-0.03689514760818671,-0.010686463930117183,0.10378793737705674,0.0066368663930668655,0.12258626271863728,149.96120605922044,6.385026900049995,-0.008167145427275634,West Nusa Tenggara
1,dry,1,1965,35,0.09146685780713515,0.10141984258580865,0.061456013949195414,0.09495696205663609,0.07220117796404714,0.10262129701664433,150.26068054475033,6.500613543587849,0.05488011468428109,Central Java
1,wet,1,1966,36,-0.2228468125375347,-0.1588197744536615,-0.2536034964261012,-0.1172809304567221,-0.18850438689923615,0.1623408943821316,149.36488658426802,6.154868506208712,-0.1337080875225208,South Sumatra
1,wet,0,1967,37,0.00744444867435945,0.021494042061111083,-0.02369052731667024,-0.0029616638435043113,-0.017205598058582194,0.12,162.0,7.8,0.0,South Sumatra
1,dry,1,1968,38,-0.06775578075321231,-0.08553021279903031,-0.02015522606087758,0.004871731619906242,-0.04965508515608878,0.13287359834311033,149.80689602485336,6.325468641171467,-0.04065346845192739,Yogyakarta
1,wet,0,1969,39,0.05940299351653611,0.017953242970432493,0.03139394150668763,0.09676767377269921,0.08992150678820934,0.12,162.0,7.8,0.0,Central Java
2,wet,0,1930,0,-0.16423913741060492,-0.22526764262469764,-0.19769927381966557,-0.10614227152326619,-0.08659614861863862,0.12,162.0,7.8,0.0,Yogyakarta
